code_product,name,expiration_date,price,description
P00962,Amoxicilina,2025-08-20,9000,Antibiótico usado para tratar infecciones bacterianas.
P00963,Amoxicilina,2027-05-12,15000,Antibiótico usado para tratar infecciones bacterianas.
P00964,Acetaminofén,2027-11-23,4500,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00965,Metformina,2025-07-05,2500,Medicamento para la diabetes tipo 2.
P00966,Loratadina,2027-09-14,6000,Antihistamínico para tratar alergias.
P00967,Metformina,2026-08-28,9000,Medicamento para la diabetes tipo 2.
P00968,Omeprazol,2026-08-08,45000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00969,Metformina,2026-12-11,40000,Medicamento para la diabetes tipo 2.
P00970,Amoxicilina,2026-01-29,3500,Antibiótico usado para tratar infecciones bacterianas.
P00971,Dolex,2028-03-19,3000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00972,Acetaminofén,2026-07-09,45000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00973,Amoxicilina,2026-04-25,35000,Antibiótico usado para tratar infecciones bacterianas.
P00974,Acetaminofén,2027-12-20,3000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00975,Salbutamol,2028-01-06,7000,Broncodilatador usado para tratar el asma.
P00976,Loratadina,2026-12-14,9000,Antihistamínico para tratar alergias.
P00977,Ibuprofeno,2025-09-13,18000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00978,Losartán,2026-04-11,6000,Usado para tratar la presión arterial alta.
P00979,Omeprazol,2026-05-31,35000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00980,Salbutamol,2025-09-21,5000,Broncodilatador usado para tratar el asma.
P00981,Salbutamol,2027-05-31,35000,Broncodilatador usado para tratar el asma.
P00982,Amoxicilina,2027-09-28,6000,Antibiótico usado para tratar infecciones bacterianas.
P00983,Loratadina,2026-11-29,35000,Antihistamínico para tratar alergias.
P00984,Salbutamol,2026-06-06,3500,Broncodilatador usado para tratar el asma.
P00985,Omeprazol,2028-04-13,3500,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00986,Acetaminofén,2027-04-25,35000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00987,Loratadina,2028-05-08,45000,Antihistamínico para tratar alergias.
P00988,Acetaminofén,2027-08-30,35000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00989,Amoxicilina,2026-09-24,20000,Antibiótico usado para tratar infecciones bacterianas.
P00990,Loratadina,2027-03-23,7000,Antihistamínico para tratar alergias.
P00991,Acetaminofén,2026-06-21,4500,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00992,Ibuprofeno,2026-03-22,3500,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00993,Loratadina,2025-08-23,20000,Antihistamínico para tratar alergias.
P00994,Metformina,2028-02-02,18000,Medicamento para la diabetes tipo 2.
P00995,Salbutamol,2027-12-10,50000,Broncodilatador usado para tratar el asma.
P00996,Losartán,2028-02-02,6000,Usado para tratar la presión arterial alta.
P00997,Loratadina,2027-01-15,25000,Antihistamínico para tratar alergias.
P00998,Omeprazol,2028-04-27,2500,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00999,Omeprazol,2026-12-09,4500,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P01000,Salbutamol,2026-01-14,5000,Broncodilatador usado para tratar el asma.
